item_id,russian_description,english_description
0534c0617ba2,"В наличии /
Защитное стекло Samsung A720F (полное покрытие 3D) Синее/
Защитное стекло Samsung A720F (полное покрытие 3D) Золото/
----------/
Защитное стекло Samsung A520F (полное покрытие 3D) Черное/
Защитное стекло Samsung A520F (полное покрытие 3D) Синее/
Защитное стекло Samsung A520F (полное покрытие 3D) Золото/
----------/
Защитное стекло Samsung A510F (полное покрытие 3D) Черное/
Защитное стекло Samsung A510F (полное покрытие 3D) Золото/
Защитное стекло Samsung A510F (полное покрытие 3D) Белое/
----------/
Защитное стекло Samsung A320F (полное покрытие 3D) Черное/
Защитное стекло Samsung A320F (полное покрытие 3D) Синее/
Защитное стекло Samsung A320F (полное покрытие 3D) Золото/
----------/
Защитное стекло Samsung A310F (полное покрытие 3D) Черное/
Защитное стекло Samsung A310F (полное покрытие 3D) Золото/
Защитное стекло Samsung A310F (полное покрытие 3D) Белое","In stock /
Protective glass amsung (full cover) Blue /
Protective glass amsung (full coating) Gold /
---------- /
Protective glass amsung (full coating) Black /
Protective glass amsung (full cover) Blue /
Protective glass amsung (full coating) Gold /
---------- /
Protective glass amsung (full coating) Black /
Protective glass amsung (full coating) Gold /
Protective glass amsung (full coating) White /
---------- /
Protective glass amsung (full coating) Black /
Protective glass amsung (full cover) Blue /
Protective glass amsung (full coating) Gold /
---------- /
Protective glass amsung (full coating) Black /
Protective glass amsung (full coating) Gold /
Protective glass amsung (full coating) White"
054cbcce86e4,"Рубашка на трикотажном подкладе,капюшон отстегивается!","Shirt on a knitted lining, the hood is unfastened!"
056a87034216,В очень хорошем состоянии,In a very good condition
057b063aedd4,"Телефон абсолютно новый, есть еще черный на телефоне защитное стекло не тупит.ВОЗМОЖЕН ТОРГ все документы крробка зарядка наушники все есть.","The phone is absolutely new, there is also a black protective glass on the phone that does not tupit.Vozmozhden TORG all documents kerobka charging headphones all have."
058173b95475,None,None
059692254817,Одевалась пару раз,Dressed a couple of times
05a92c3194f5,"THE BEATLES LOVE SONGS - двойник. Жду Ваших предложений. /
Полный КАТАЛОГ вышлю на Вашу почту по запросу./
ВСЕМ МИРА и ДОБРА!","V is a double. Waiting for your suggestions. /
Full catalog I will send to your mail on request. /
WORLD AND GOOD!"
05aba27828d7,"Сапоги в идеальном состоянии, надевались один раз.","Boots in perfect condition, worn once."
05b9a3426ed0,None,None
05d55a3db11d,Кролики 3 Самки беременны можно с клетками остальная информация по телефону,Rabbits Females are pregnant can be with the cells the rest of the information on the phone
06286bee680a,"Сломался компьютер? не беда! Все починим без труда! частное лицо, не компания. Выеду к вам на дом или в офис, желательно вечером после 18.00, но при обстоятельствах можно и днем и глубокой ночью. Выходные и праздничные дни - в любое время Цены божеские. Гарантия качества)","A broken computer does not matter! Everything is repaired without difficulty! private person, non company. I'll go to your house or office, preferably in the evening after., But under circumstances you can both day and night. Weekends and holidays - at any time Prices are divine. Quality assurance)"
06310797ea90,В отличном состоянии серебро возможен обмен на ЖК телевизор телефон инструмент микроволновку нахожусь в центре сочи,In excellent condition silver is possible exchange for LCD TV phone microwave tool is in the center of Sochi
0638ae569d8a,Морозильная камера отлично работает.Высота 170см.,The freezing chamber works fine.
0638e18b3170,"Принимаю заказ на бройлеров вывод 6,8 апреля","I accept the order for broiler output, April"
063c44b673dd,Сапоги из натуральной кожи утепленные. Подкладка флисовая. Производства Германия Capris. Обхват голенища в самой широкой части 38см. Состояние хорошее.,"Boots made of genuine leather insulated. The lining is fleece. Production Germany apris. Girth of the shaft in the widest part, see Condition good."
